ID,Station_Name,OS X,OS Y,Latitude,Longitude,Zone,Postcode,Zone_original
243,Hackney Wick,537036,184588,51.54355836778060,-0.025259503,2,E9 5ER,2
244,Hadley Wood,526197,198199,51.66840258482290,-0.176581188,6,EN4 0EJ,6
245,Haggerston,533560,183953,51.53868460901330,-0.075595258,2,E8 4DY,2
246,Hainault,545124,191411,51.602845483752300,0.094108551,4,IG6 3BD,4
247,Hammersmith,523474,178483,51.49181941355720,-0.222860926,2,W6 9YA,2
248,Hammersmith,523346,178665,51.49348298668770,-0.224640155,2,W6 0ED,2
249,Hampstead,526408,185757,51.55654230644870,-0.178014558,2,NW3 1QG,2
250,Hampstead Heath,527344,185631,51.555199657702000,-0.164566182,3,NW3 2QD,3
251,Hampton,513299,169797,51.415878944953700,-0.372135246,6,TW12 2HU,6
252,Hampton Court,515376,168332,51.40229331804950,-0.342757145,6,KT8 9AE,6
253,Hampton Wick,517407,169752,51.414639531606200,-0.313103604,6,KT1 4DQ,6
254,Hanger Lane,518506,182621,51.53007156,-0.292996141,3,W5 1DL,3
255,Hanwell,515426,180560,51.512185406676000,-0.338051878,4,W7 3EB,4
256,Harlesden,520952,183367,51.536257908620400,-0.25749567,3,NW10 8UT,3
257,Harold Wood,554858,190626,51.59320260393050,0.23420407665837300,6,RM3 0BL,6
258,Harringay,531395,188200,51.57735773978010,-0.105208252,3,N4 1RW,3
259,Harringay Green Lanes,531880,188189,51.57714573,-0.098217391,3,N4 2NU,3
260,Harrington Road,535002,168535,51.399790474914600,-0.060699954,3,SE25 4NF,"3,4,5,6"
261,Harrow and Wealdstone,515486,189508,51.59259408808770,-0.334252679,5,HA3 7RF,5
262,Harrow-on-the-Hill,515329,188035,51.57938757,-0.337001511,5,HA1 1BB,5
263,Hatch End,513024,191370,51.609827902244900,-0.369178773,6,HA5 5LZ,6
264,Hatton Cross,509614,175369,51.466684612991000,-0.423380553,5,TW6 3PF,"5,6"
265,Haydons Road,526012,171161,51.425457011112900,-0.188929357,3,SW19 8SL,3
266,Hayes,540003,165993,51.37573672611430,0.010142652470698800,5,BR2 7EN,5
267,Hayes and Harlington,509717,179417,51.50304838798410,-0.420641893,5,UB3 4BX,5
268,Headstone Lane,513892,190574,51.602499044558400,-0.356907507,5,HA2 6NB,5
269,Heathrow Terminal 4,507939,174565,51.459779698532400,-0.447729578,6,TW6 3AA,6
270,Heathrow Terminal 5,504934,175642,51.47002462,-0.490647489,6,TW6 2GA,6
271,Heathrow Terminals 1 2 3,507587,175838,51.471288661913300,-0.452407214,6,TW6 1EB,6
272,Hendon,522143,188271,51.58007459514270,-0.238630517,3,NW4 4PT,"3,4"
273,Hendon Central,522959,188631,51.583132678162100,-0.226734137,3,NW4 3AS,"3,4"
274,Herne Hill,531934,174486,51.45399120427040,-0.102562908,2,SE24 0JW,"2,3"
275,Heron Quays,537386,180127,51.50338653553160,-0.021953532,2,E14 4JH,2
276,High Barnet,525027,196310,51.65168793826680,-0.194165378,5,EN5 5RP,5
277,High Street Kensington,525622,179527,51.50072913416870,-0.191566055,1,W8 5SA,1
278,Highams Park,538581,191841,51.608355995963900,-0.000135286,4,E4 9LA,4
279,Highbury and Islington,531562,184770,51.54649533885000,-0.104082139,2,N1 1SE,2
280,Highgate,528503,188158,51.57764637933850,-0.146934861,3,N6 5BH,3
281,Hillingdon,507567,185015,51.553776781763700,-0.449897982,6,UB10 9NR,6
282,Hither Green,538997,174497,51.452401723236500,-0.000970912,3,SE13 5NF,3
283,Holborn,530553,181488,51.51723554139570,-0.119840507,1,WC2B 6AA,1
284,Holland Park,524564,180215,51.50714614814040,-0.206557775,2,W11 3RB,2
285,Holloway Road,530930,185457,51.552815921064400,-0.112935696,2,N7 8HS,2
286,Homerton,536108,184901,51.54659538619650,-0.038512347,2,E9 5SD,2
287,Honor Oak Park,536002,174221,51.450648171040500,-0.044153121,3,SE23 3LE,3
288,Hornchurch,553931,186274,51.55435547079000,0.21892699941117600,6,RM12 6LS,6
289,Hornsey,530911,189202,51.58647467109520,-0.111815637,3,N8 8SE,3
290,Hounslow,513902,174998,51.46250422727280,-0.361796248,5,TW3 3DL,5
291,Hounslow Central,513592,175928,51.470925168799900,-0.365958121,4,TW3 1JG,4
292,Hounslow East,514327,176254,51.47370731480760,-0.355275314,4,TW3 4AB,4
293,Hounslow West,512215,176140,51.47310508637140,-0.38570762,5,TW3 3DH,5
294,Hoxton,533582,183142,51.53139149136720,-0.075585647,1,E2 8HR,"1,2"
295,Hyde Park Corner,528330,179801,51.502583765542100,-0.152474113,1,SW1X 7LY,1
296,Ickenham,508127,185811,51.56082433291200,-0.441579501,6,UB10 8PD,6
297,Ilford,543501,186501,51.55914235666760,0.068685191,4,IG1 4DU,4
298,Imperial Wharf,526299,176674,51.47493863003010,-0.182837503,2,SW6 2HA,2
299,Island Gardens,538228,178432,51.48795007358020,-0.010493303,2,E14 3FA,2
300,Isleworth,515570,176430,51.47503687348700,-0.337328758,4,TW7 4BX,4
301,Iver,503729,179898,51.50850130163600,-0.506740419,9,SL0 9AU,
302,Kenley,532400,160100,51.324600148977400,-0.101219712,6,CR8 5JA,6
303,Kennington,531660,178337,51.48866228881570,-0.105070613,2,SE11 4JQ,2
304,Kensal Green,523241,182784,51.53052384871880,-0.224713381,2,NW10 5JT,2
305,Kensal Rise,523501,183201,51.53421471,-0.220820976,2,NW10 3NT,2
306,Kensington,524324,179178,51.497879357125800,-0.21037924,2,W14 0NE,2
307,Kent House,535999,170000,51.412717586739800,-0.045815553,4,BR3 1JF,4
308,Kentish Town,529029,185096,51.55000929428180,-0.140471263,2,NW5 2AA,2
309,Kentish Town West,528603,184700,51.546547731815100,-0.146756409,2,NW5 3LD,2
310,Kenton,516833,188304,51.581495770351400,-0.315216861,4,HA3 0XS,4
311,Kew Bridge,518898,178172,51.490004145325700,-0.28884649,3,TW8 0EF,3
312,Kew Gardens,519173,176708,51.476788671230400,-0.285381007,9,TW9 3PZ,"3,4"
313,Kidbrooke,540999,175697,51.46269023697000,0.028300239,3,SE3 9NF,3
314,Kilburn,524589,184644,51.54694410286600,-0.204632717,2,NW6 7QL,2
315,Kilburn High Road,525553,183591,51.53726743072480,-0.191113104,2,NW6 7QL,2
316,Kilburn Park,525361,183349,51.53513522184340,-0.193966055,2,NW6 5AD,2
317,King George V,543231,180135,51.502008711932800,0.062206214109291700,3,E16 2JF,3
318,King Henry's Drive,537978,162558,51.34536406699130,-0.020264757,3,CR0 0LH,"3,4,5,6"
319,King's Cross,530312,182991,51.53079799248030,-0.122756421,1,N1 9AL,1
320,Kings Cross St. Pancras,530236,182935,51.53031226194630,-0.123872129,1,N1 9AL,1
321,Kingsbury,519361,188739,51.58487606349120,-0.278601604,4,NW9 9EG,4
322,Kingston,518244,169549,51.412641273140100,-0.301141035,6,KT1 1UJ,6
323,Kingswood,524816,156585,51.29472279,-0.211233224,6,KT20 6EN,6
324,Knightsbridge,527765,179650,51.50135463701890,-0.160664485,1,SW3 1ED,1
325,Knockholt,548499,162896,51.345752156534900,0.13083103983432000,6,TN14 7HR,6
326,Ladbroke Grove,524284,181328,51.51721033175280,-0.21019817,2,W10 6HJ,2
327,Ladywell,537716,174884,51.456192106185300,-0.019244401,3,SE13 7XB,3
328,Lambeth North,531165,179489,51.49912976538860,-0.11176826,1,SE1 7XG,1
329,Lancaster Gate,526711,180796,51.511890658328300,-0.175429927,1,W2 4QH,1
330,Langdon Park,537807,181863,51.51888391608370,-0.015213799,2,E14 6NW,2
331,Langley,501299,179800,51.50806077346540,-0.541770556,9,SL3 6DB,
332,Latimer Road,523789,180954,51.51395774487750,-0.217459663,2,W10 6SZ,2
333,Lea Bridge,536175,187133,51.56663620385150,-0.036683158,3,E10 7PG,3
334,Lebanon Road,533385,165756,51.37519886025050,-0.084973649,3,CR0 6SF,"3,4,5,6"
335,Lee,540002,174197,51.449458544442500,0.013364692382120500,3,SE12 9JG,3
336,Leicester Square,529987,180812,51.51129097417170,-0.128242147,1,WC2H 0AP,1
337,Lewisham,538163,175863,51.46488069551230,-0.012432701,2,SE13 7RY,"2,3"
338,Leyton,538295,186244,51.55813226231270,-0.006465332,3,E10 5PS,3
339,Leyton Midland Road,538150,187490,51.56936422878630,-0.008066347,3,E10 6JT,3
340,Leytonstone,539345,187429,51.56852230672620,0.009140452,3,E11 1HE,"3,4"
341,Leytonstone High Road,539298,186903,51.563807360364500,0.008254469,3,E11 4RE,3
342,Limehouse,536150,181087,51.51231210167660,-0.039380078,2,E14 7JD,2
343,Liverpool Street,533160,181596,51.51759813225400,-0.082249622,1,EC2M 7PR,1
344,Lloyd Park,533711,164549,51.36427540535570,-0.080746273,3,CR0 5RA,"3,4,5,6"
345,London Bridge,532937,180152,51.50467420930430,-0.086005598,1,SE1 2SW,1
346,London City Airport,542231,180294,51.503689745247400,0.047872716,3,E16 2DS,3
347,London Fields,534795,184212,51.54071874924930,-0.057699686,2,E8 3PH,2
348,Loughborough Junction,531902,175897,51.46667873454400,-0.102497341,2,SW9 8SA,2
349,Loughton,542314,195641,51.641570570828000,0.055279079287447900,6,IG10 4PD,6
350,Lower Sydenham,536831,171372,51.42484679051850,-0.033330341,4,SE26 5AU,4
351,Maida Vale,525967,182792,51.529994755621200,-0.185432645,2,W9 1JS,2
352,Maidenhead,488724,180745,51.518667426954100,-0.722674911,9,SL6 1EW,
353,Malden Manor,521101,166497,51.38460911046990,-0.261120412,4,KT3 5PN,4
354,Manor House,532074,187482,51.570746986190900,-0.095684976,2,N4 1BZ,"2,3"
355,Manor Park,541929,185757,51.55285442759390,0.04572387,3,E12 5EP,"3,4"
356,Mansion House,532347,180962,51.5120916,-0.094197657,1,EC4N 6JD,1
357,Marble Arch,527875,181056,51.51396523465940,-0.158571215,1,W1C 2JS,1
358,Maryland,539175,184881,51.54566828299750,0.005681654,3,E15 1SA,3
359,Marylebone,527510,181985,51.52239640326540,-0.163492562,1,NW1 6JJ,1
360,Maze Hill,539194,177909,51.48301366443110,0.003204897,3,SE10 9XG,3
361,Meridian Water,535062,191741,51.60831170899130,-0.050959906,4,N18 3HF,4
362,Merton Park,525182,169798,51.41339128096900,-0.201342029,3,SW19 3HA,"3,4,5,6"
363,Mile End,536577,182545,51.525310919564500,-0.032666084,2,E3 4DH,2
364,Mill Hill Broadway,521300,191900,51.61287072,-0.249537065,4,NW7 2JU,4
365,Mill Hill East,524057,191460,51.60831630368600,-0.20989571,4,NW7 1BS,4
366,Mitcham,527345,168082,51.397488336519400,-0.170871645,3,CR4 4BD,"3,4,5,6"
367,Mitcham Eastfields,528488,169323,51.40838366,-0.154001717,3,CR4 2ND,3
368,Mitcham Junction,528292,167611,51.39304231241260,-0.157436642,4,CR4 4HN,4
369,Monument,532907,180814,51.51063027735100,-0.086188313,1,EC4R 9AA,1
370,Moor Park,508563,193509,51.62992995953360,-0.432913016,6,HA6 2JQ,"6,7"
371,Moorgate,532688,181677,51.51843699583110,-0.089017687,1,EC2M 6TX,1
372,Morden,525664,168563,51.40218564474950,-0.19485198,4,SM4 5AZ,4
373,Morden Road,525788,169310,51.408871575514800,-0.192805675,3,SW19 3BX,"3,4,5,6"
374,Morden South,525301,167900,51.39630737175910,-0.20030156,4,SM4 5AN,4
375,Mornington Crescent,529193,183359,51.53436199274680,-0.138744349,2,NW1 2JA,2
376,Mortlake,520458,175779,51.46816750082650,-0.26720331,3,SW14 8LN,3
377,Motspur Park,522581,167724,51.395319236610300,-0.239439743,4,KT3 6JJ,4
378,Mottingham,542600,173197,51.43982506175580,0.050324202,4,SE9 4EN,4
379,Mudchute,537908,178789,51.491236163479100,-0.014959945,2,E14 9UW,2
380,Neasden,521415,185422,51.554627310041200,-0.250115042,3,NW10 1PH,3
381,New Addington,538187,162255,51.34259048309320,-0.017383327,3,CR0 0DE,"3,4,5,6"
382,New Barnet,526502,195996,51.64853648940240,-0.172969712,5,EN5 1QT,5
383,New Beckenham,536718,170463,51.41670549342140,-0.035304949,4,BR3 1QW,4
384,New Cross,536750,177110,51.47642936493700,-0.032278811,2,SE14 6LD,2
385,New Cross Gate,536250,176967,51.475264866034200,-0.039529052,2,SE14 6AR,2
386,New Eltham,544005,172999,51.43769077832160,0.070444619,4,SE9 2AB,4
387,New Malden,521392,168612,51.40355549,-0.256218102,4,KT3 4PX,4
388,New Southgate,528672,192218,51.61409343513600,-0.143009775,4,N11 1QH,4
389,Newbury Park,544947,188378,51.57563850646380,0.090303158,4,IG2 7RN,4
390,Nine Elms,530058,177332,51.48000104922920,-0.128500983,1,SW8 2NA,1
391,Norbiton,519424,169495,51.41190888768760,-0.284199943,5,KT2 7AZ,5
392,Norbury,530650,169690,51.41118830417270,-0.122799401,3,SW16 3RW,3
393,North Acton,520831,181937,51.523432004609900,-0.259729524,2,W3 6UP,"2,3"
394,North Dulwich,532950,174567,51.45448166721480,-0.08791868,2,SE21 7BX,"2,3"
395,North Ealing,518816,181243,51.51762181807100,-0.288993548,3,W5 3AF,3
396,North Greenwich,539168,179827,51.50025516,0.003586259,2,SE10 0PH,"2,3"
397,North Harrow,513540,188578,51.58463070784390,-0.362632986,5,HA2 7SR,5
398,North Sheen,519132,175442,51.46541914451980,-0.286397462,3,TW9 4QA,3
399,North Wembley,517663,186198,51.56239579644330,-0.303948214,4,HA0 3NT,4
400,Northfields,517051,179296,51.50049115689570,-0.315064813,3,W13 9QU,3
401,Northolt,513228,184519,51.54821230018010,-0.368440588,5,UB5 4AA,5
402,Northolt Park,513829,185579,51.55761846530490,-0.359434189,5,UB5 4XE,5
403,Northumberland Park,534861,191035,51.60201564713910,-0.054132025,3,N17 0HY,3
404,Northwick Park,516634,187967,51.578508169653000,-0.318199386,4,HA3 0AT,4
405,Northwood,509236,191441,51.611212919581400,-0.423837776,6,HA6 2XL,6
406,Northwood Hills,510267,190305,51.600801977914300,-0.409311348,6,HA6 1NZ,6
407,Norwood Junction,534001,168193,51.39695420145060,-0.075209856,4,SE25 5AG,4
408,Notting Hill Gate,525296,180481,51.50937501801180,-0.195921616,1,W11 3HT,"1,2"
409,Nunhead,535293,175975,51.466579898861700,-0.053679742,2,SE15 3XE,2
410,Oakleigh Park,527001,194800,51.63767609370900,-0.166194965,4,EN5 1BU,4
411,Oakwood,529349,195968,51.64763774736000,-0.131853539,5,N14 4UT,5
412,Ockendon,559004,182828,51.52199012375080,0.29048348002345300,7,RM15 6PD,7
413,Old Street,532764,182474,51.525581330743000,-0.087622957,1,EC1V 9NR,1
414,Orpington,545500,165900,51.373520195924500,0.089028902,6,BR6 0SX,6
415,Osterley,514529,177094,51.48121623575930,-0.352096089,4,TW7 4PU,4
416,Oval,531108,177516,51.48141241737750,-0.113321075,2,SE11 4PP,2
417,Oxford Circus,529102,181227,51.51522317440170,-0.14083617,1,W1C 2JS,1
418,Paddington,526680,181185,51.51539350022650,-0.17573675,1,W2 1RH,1
419,Palmers Green,530925,192798,51.61878657015080,-0.110272499,4,N13 4PN,4
420,Park Royal,519074,182274,51.526833556086300,-0.284928913,3,W5 3EL,3
421,Parsons Green,525029,176645,51.47495982565950,-0.20112449,2,SW6 4HU,2
422,Peckham Rye,534152,176271,51.46951125269600,-0.069983553,2,SE15 5DQ,2
423,Penge East,535374,170791,51.419975262275900,-0.054495265,4,SE20 7BQ,4
424,Penge West,534952,170567,51.41806283133320,-0.060645764,4,SE20 8NU,4
425,Perivale,516404,183270,51.53634129467290,-0.323070416,4,UB6 7NP,4
426,Petts Wood,544440,167548,51.38859911569540,0.07448003,5,BR5 1LZ,5
427,Phipps Bridge,526534,168717,51.403376431529700,-0.182296787,3,CR4 3QN,"3,4,5,6"
428,Piccadilly Circus,529612,180625,51.50969653217060,-0.133711596,1,W1J 9HS,1
429,Pimlico,529711,178386,51.48955264664940,-0.133108257,1,SW1V 2JA,1
430,Pinner,512233,189409,51.59236105660720,-0.381223782,5,HA5 5LZ,5
431,Plaistow,540058,183305,51.53128836681780,0.017780641996985200,3,E13 0DY,3
432,Plumstead,544803,178820,51.48979256526220,0.084299617,4,SE18 7EA,4
433,Ponders End,536097,195599,51.642730637439400,-0.034525104,5,EN3 4LA,5
434,Pontoon Dock,541226,180102,51.502216272914400,0.033325708,3,E16 2SB,3
435,Poplar,537698,180603,51.507588044837600,-0.017275493,2,E14 0DS,2
436,Preston Road,518260,187292,51.57210324779930,-0.294972007,4,HA3 0PS,4
437,Prince Regent,541215,180905,51.50943460724030,0.033488574,3,E16 3HE,3
438,Pudding Mill Lane,537930,183585,51.534327836050600,-0.012768512,2,E15 2PH,"2,3"
439,Purfleet,555417,178174,51.48117339669360,0.23677483909718800,7,RM16 1PL,7
440,Purley,531500,161497,51.337363370371300,-0.113613517,6,CR8 2AP,6
441,Purley Oaks,532503,162594,51.34698918049690,-0.098815333,6,CR2 0ND,6
442,Putney,523992,175061,51.46095217815320,-0.216603371,2,SW15 1RT,"2,3"
443,Putney Bridge,524476,175842,51.46786499705640,-0.209365414,2,SW6 3UH,2
444,Queens Park,524612,183239,51.53431231776350,-0.204798147,2,NW6 6HJ,2
445,Queens Road Peckham,535015,176825,51.47428461792390,-0.057354979,2,SE15 2JR,2
446,Queensbury,518802,189728,51.59388250931330,-0.286331593,4,HA8 5NP,4
447,Queenstown Road,528763,176738,51.47495888831450,-0.147355311,2,SW8 3RX,2
448,Queensway,525883,180615,51.51044892854770,-0.187419901,1,W2 4SS,1
449,Rainham,552097,182099,51.517340830335700,0.1906919776381580,6,RM13 9YH,6
450,Ravensbourne,538699,170201,51.41387036990730,-0.006937816,4,BR3 5HE,4
451,Ravenscourt Park,522558,178711,51.4940676,-0.23596923,2,W6 0UG,2
452,Rayners Lane,512979,187538,51.575396127388500,-0.371060806,5,HA5 5EG,5
453,Raynes Park,523206,169303,51.409374971183600,-0.229912936,4,SW20 8NE,4
454,Reading,471527,173813,51.458784566812600,-0.971877621,9,RG1 1LZ,
455,Rectory Road,534001,186199,51.55876336735920,-0.068385664,2,N16 7QB,2
456,Redbridge,541833,188371,51.576366994360600,0.045394044087077400,4,IG4 5BG,4
457,Reedham,530835,160821,51.33144151324280,-0.123402624,6,CR8 2DG,6
458,Reeves Corner,531895,165726,51.375277028631000,-0.106379778,3,CR0 1XP,"3,4,5,6"
459,Regents Park,528765,182174,51.523810437772800,-0.14534441,1,NW1 5HA,1
460,Richmond,518072,175174,51.46323239395920,-0.301739129,4,TW9 2AZ,4
461,Rickmansworth,505717,194605,51.640322241933700,-0.473684571,7,WD3 1QY,7
462,Riddlesdown,532497,161001,51.332674670332900,-0.099493667,6,CR8 1HN,6
463,Roding Valley,541612,192882,51.61695652081230,0.044026207,4,IG9 6LN,4
464,Romford,551377,188455,51.57464189428390,0.18305527427581000,6,RM1 1SX,6
465,Rotherhithe,535239,179870,51.501594420702700,-0.052966296,2,SE16 4LF,2
466,Royal Albert,542029,180823,51.50849394631010,0.045177145189641400,3,E16 2QD,3
467,Royal Oak,525764,181485,51.51829405,-0.188823672,2,W2 6ET,2
468,Royal Victoria,540139,180833,51.50905526715450,0.017965412588985900,3,E16 1DE,3
469,Ruislip,509510,187102,51.572161233876200,-0.421234916,6,HA4 8LD,6
470,Ruislip Gardens,510367,185763,51.55995951052220,-0.409294101,5,HA4 6LG,5
471,Ruislip Manor,510088,187258,51.573450901149100,-0.412849344,6,HA4 9AA,6
472,Russell Square,530207,182122,51.523012836646200,-0.124590197,1,WC1N 1LG,1
473,Sanderstead,532855,162743,51.34824610257360,-0.0937085,6,CR2 0PL,6
474,Sandilands,533869,165749,51.37502214682390,-0.078026589,3,CR0 5PN,"3,4,5,6"
475,Selhurst,532993,167636,51.392185625136400,-0.089899037,4,SE25 6LL,4
476,Seven Kings,545401,187095,51.56399351215580,0.096319575,4,IG3 8RE,4
477,Seven Sisters,533646,188927,51.58336204399540,-0.072466823,3,N15 5LA,3
478,Shadwell,534936,180942,51.511300064669400,-0.056919207,2,E1 2QE,2
479,Shenfield,561356,195022,51.630873639892400,0.32995227076530600,7,CM15 8JD,7
480,Shepherds Bush,523741,179904,51.504531795613900,-0.218519157,2,W12 8LH,2
481,Shepherds Bush Market,523121,180039,51.50588033819020,-0.22740049,2,W12 7JD,2
482,Shoreditch High Street,533501,182258,51.523466695343100,-0.077087424,1,E1 6AW,1
483,Shortlands,539399,169300,51.40560237398420,0.002767544,4,BR2 0JA,4
484,Sidcup,546300,172698,51.43439862959480,0.10331535971945400,5,DA15 7AW,5
485,Silver Street,533544,192472,51.61524236180800,-0.072589741,4,N18 1QX,4
486,Slade Green,552250,176584,51.46774797004990,0.19051838969715900,6,DA8 2NX,6
487,Sloane Square,528080,178657,51.492359510480600,-0.156488856,1,SW1W 8BB,1
488,Slough,497838,180157,51.51187888370570,-0.591524825,9,SL1 1XW,
489,Snaresbrook,540161,188828,51.58089131157070,0.021463927810755000,4,E11 1QE,4
490,South Acton,520166,179279,51.49968538827370,-0.270215203,3,W3 0DS,3
491,South Bermondsey,535156,178319,51.48767652828430,-0.054754821,2,SE16 2PL,2
492,South Croydon,532896,164358,51.36275004887510,-0.092517363,5,CR2 7PA,5
493,South Ealing,517605,179437,51.50164352033090,-0.307040239,3,W5 4QB,3
494,South Greenford,515462,182991,51.53402700823880,-0.336737475,4,UB6 2WE,4
495,South Hampstead,526425,184081,51.54147655809490,-0.178371198,2,NW8 0DJ,2
496,South Harrow,514334,186376,51.56467959482170,-0.351893964,5,HA2 8HN,5
497,South Kensington,526865,178817,51.494071083255200,-0.173923021,1,SW7 2NB,1
498,South Kenton,517350,187153,51.571043947551300,-0.308142972,4,HA9 8QT,4
499,South Merton,524917,168662,51.403240220781200,-0.205550299,4,SW20 9JT,4
500,South Quay,537636,179853,51.50086357890650,-0.018460693,2,E14 9SH,2
501,South Ruislip,511080,185437,51.55688965147800,-0.399115901,5,HA4 6TP,5
502,South Tottenham,533697,188599,51.580402471228100,-0.071855956,3,N15 6ND,3
503,South Wimbledon,525828,170033,51.41536039779990,-0.191974544,3,SW19 1DE,"3,4"
504,South Woodford,540577,190026,51.59155266475490,0.027943078,4,E18 1JJ,4
505,Southall,512620,179804,51.50595629378950,-0.378711181,4,UB2 4AA,4
506,Southbury,534803,196199,51.648433641300100,-0.05298331,5,EN3 4HW,5
507,Southfields,524730,173291,51.44488297741000,-0.206609383,3,SW18 5RJ,3
508,Southgate,529675,194278,51.63237564173070,-0.127770046,4,N14 5BH,4
509,Southwark,531566,180025,51.50385344972170,-0.105794939,1,SE1 8NW,1
510,St Helier,525408,167191,51.38991183992140,-0.19901459,4,SM4 6SF,4
511,St James Street,536402,188694,51.580608613025800,-0.032804562,3,E17 7PJ,3
512,St Johns,537400,176298,51.46897525930410,-0.023240662,2,SE8 4EW,2
513,St Margarets,516732,174250,51.45520547,-0.321324242,4,TW1 2LH,4
514,St Mary Cray,546698,168298,51.39475958639220,0.10721790023829000,6,BR5 3SN,6
515,St Pancras,530122,182959,51.5305542,-0.125505781,1,NW1 2QP,1
516,St. James's Park,529629,179503,51.49960957772610,-0.133878754,1,SW1H 0BD,1
517,St. Johns Wood,526742,183352,51.53485412839330,-0.174064839,2,NW8 6DN,2
518,St. Pauls,532105,181261,51.514835138739900,-0.097571,1,EC2V 6AA,1
519,Stamford Brook,521913,178738,51.49444956856970,-0.245246306,2,W6 0SB,2
520,Stamford Hill,533381,187928,51.57444748083400,-0.076668342,3,N16 5AG,3
521,Stanmore,517574,192569,51.619672950483600,-0.303099288,5,HA7 4PD,5
522,Star Lane,539148,182091,51.52060426064490,0.004191003,3,E16 4SR,3
523,Stepney Green,535566,182149,51.521995758615500,-0.047382523,2,E1 4AQ,2
524,Stockwell,530473,176470,51.47215905711560,-0.122846303,2,SW9 9AE,2
525,Stoke Newington,533710,186845,51.56463749414500,-0.072335394,2,N16 6YA,2
526,Stonebridge Park,519690,184197,51.54398610565640,-0.275400437,3,NW10 0RW,3
527,Stoneleigh,522021,164155,51.363363646997900,-0.248709653,5,KT17 2JA,5
528,Stratford,538533,184421,51.54169257587400,-0.003751641,3,E15 1AZ,3
529,Stratford High Street,538729,184032,51.53814895,-0.001080356,3,E15 3PA,3
530,Stratford International,538175,184758,51.54480852,-0.008778434,3,E15 2LZ,3
531,Strawberry Hill,515500,172502,51.439747278051900,-0.339617724,5,TW1 4PP,5
532,Streatham,529946,171303,51.425845648377400,-0.132325496,3,SW16 6HP,3
533,Streatham Common,529729,170534,51.41898445090680,-0.135726164,3,SW16 5NT,3
534,Streatham Hill,530233,172714,51.43846015875230,-0.127681481,3,SW2 4PA,3
535,Sudbury and Harrow Road,516853,185300,51.55449327,-0.315926236,4,HA0 2HA,4
536,Sudbury Hill,515427,185584,51.55733901102980,-0.336392109,4,HA1 3RA,4
537,Sudbury Hill Harrow,515490,185697,51.55834172569070,-0.335446687,4,HA1 3RJ,4
538,Sudbury Town,516832,184955,51.55139692710830,-0.31634348,4,HA0 2LA,4
539,Sundridge Park,540599,170200,51.413393835270500,0.020365109,4,BR1 3TR,4
540,Surbiton,518070,167315,51.39259904,-0.304384554,6,KT6 4PE,6
541,Surrey Quays,535641,178954,51.49326678162280,-0.047529988,2,SE16 2UE,2
542,Sutton,526028,163823,51.35950582407130,-0.191302009,5,SM1 1JA,5
543,Sutton Common,525593,165598,51.375554374568200,-0.19691991,4,SM1 3HY,4
544,Swiss Cottage,526611,184259,51.54303456,-0.175626603,2,NW3 6HY,2
545,Sydenham,535311,171609,51.42734116410620,-0.055088671,3,SE26 5EU,3
546,Sydenham Hill,533548,172145,51.432575758635600,-0.080230208,3,SE21 7HW,3
547,Syon Lane,516306,177163,51.481474155405600,-0.326495028,4,TW7 5NT,4
548,Tadworth,523097,156199,51.29162747942280,-0.236008013,6,KT20 5SP,6
549,Taplow,491579,181340,51.52356084157690,-0.681384851,9,SL6 0NU,
550,Tattenham Corner,522593,158140,51.30918092,-0.242566269,6,KT18 5PR,6
551,Teddington,516019,170817,51.424496954268100,-0.332705331,6,TW11 9AA,6
552,Temple,530995,180810,51.51104042360470,-0.11372575,1,WC2R 2PH,1
553,Thames Ditton,515721,166818,51.388615519946200,-0.338292831,6,KT7 0PA,6
554,Theobalds Grove,535933,201119,51.69237253480550,-0.034748134,7,EN8 7BG,7
555,Therapia Lane,530290,166843,51.385685581839300,-0.129017106,3,CR0 3DD,"3,4,5,6"
556,Theydon Bois,545509,199180,51.67255225,0.10289073688168200,6,CM16 7EU,6
557,Thornton Heath,532242,168317,51.398480916027200,-0.100433165,4,CR7 8RX,4
558,Tolworth,519834,165603,51.37684286,-0.27962011,5,KT5 9NU,5
559,Tooting,527969,170591,51.41989637122430,-0.161002471,3,SW17 9JR,3
560,Tooting Bec,528015,172366,51.435837804955500,-0.159700491,3,SW17 9AH,3
561,Tooting Broadway,527415,171373,51.42704887092590,-0.168684526,3,SW17 0SU,3
562,Tottenham Court Road,529774,181354,51.516210657936200,-0.131110438,1,W1D 2DA,1
563,Tottenham Hale,534483,189465,51.58799768229060,-0.060187822,3,N17 9LR,3
564,Totteridge and Whetstone,526111,193951,51.63024642876390,-0.179354261,4,N20 9QP,4
565,Tower Gateway,533725,180809,51.51039252305750,-0.074409877,1,EC3N 1JL,1
566,Tower Hill,533566,180805,51.51039415022930,-0.076701198,1,EC3N 4DJ,1
567,Tufnell Park,529200,185816,51.55644057500820,-0.137742174,2,N19 5QB,2
568,Tulse Hill,531797,172903,51.43979726,-0.105122508,3,SE27 9BW,3
569,Turkey Street,535129,198903,51.67265358634990,-0.047229931,6,EN3 5TT,6
570,Turnham Green,521267,178804,51.49518152685560,-0.254524564,2,W4 1LR,2
571,Turnpike Lane,531524,189650,51.59035796825510,-0.102805041,3,N15 3NX,3
572,Twickenham,516221,173687,51.450250410920500,-0.32886022,5,TW1 1BD,5
